question,answer,generate_answer
Học phần nào là học phần tiên quyết của học phần Kinh tế chính trị Mác – Lênin?,Triết học Mác – Lênin.,PHI1006
Học phần Giải tích 2 yêu cầu học phần tiên quyết nào?,Giải tích 1.,Không biết
Học phần Tín hiệu và hệ thống yêu cầu học phần tiên quyết nào?,Giải tích 1.,Không biết
Học phần Cấu trúc dữ liệu và giải thuật yêu cầu học phần tiên quyết nào?,Nhập môn lập trình.,Không biết
Trường Đại học Công nghệ thuộc đại học quốc gia nào?,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội.,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội (ĐHQGHN). 
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,University of Engineering and Technology.,4 năm
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí việc làm nào?,"Chuyên viên phân tích, thiết kế, phát triển hệ thống.",Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí công tác nào?,"Lập trình viên trên môi trường di động, Web.","Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông tin,"
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí công tác nào?,Chuyên viên kiểm thử phần mềm.,"Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông tin,"
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể làm việc ở vị trí quản lý nào?,Trưởng nhóm phát triển phần mềm.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể làm việc ở vị trí quản lý nào?,Quản lý dự án.,Không biết
Người học sau khi tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có trình độ tiếng Anh tối thiểu là bao nhiêu?,Trình độ 4/6 Khung năng lực ngoại ngữ Việt Nam.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kiến thức?,"Vận dụng được kiến thức chuyên sâu của một trong các lĩnh vực công nghệ phần mềm, hệ thống thông tin, khoa học máy tính, và mạng máy tính vào việc đánh giá và ra quyết định về các giải pháp CNTT trong thực tiễn.",Tôi không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kỹ năng?,"Thành thạo được các giải pháp CNTT, phân tích dữ liệu và kết quả, đánh giá kỹ thuật để rút ra kết luận.","- Có khả năng làm việc độc lập, tự học, tự nghiên cứu và nâng cao trình độ."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kỹ năng?,"Lập kế hoạch, điều phối, tổ chức, dẫn dắt và đánh giá công việc nhóm và quản lý dự án CNTT hiệu quả.","- Có khả năng làm việc độc lập, tự học, tự nghiên cứu và nâng cao trình độ."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mức tự chủ và chịu trách nhiệm?,"Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện (có) tính trung thực, chịu trách nhiệm cá nhân, tinh thần tự học, tự nghiên cứu, hỗ trợ đồng nghiệp.",Tôi không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể học lên bậc đào tạo nào?,Các chương trình đào tạo sau đại học.,"Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể tiếp tục học bậc sau đại học các chuyên ngành thuộc lĩnh vực Công nghệ thông tin, Điện tử – Viễn thông; Nghiên cứu triển khai các ứng"
Chuẩn đầu ra PLO1.3 của ngành Công nghệ Thông tin chất lượng cao đề cập đến kiến thức nền tảng trong lĩnh vực nào?,"Lĩnh vực máy tính gồm hệ thống máy tính, giải thuật và lập trình, cơ sở dữ liệu, phân tích thiết kế và phát triển phần mềm, mạng máy tính.","Chuẩn đầu ra PLO1.3 của ngành Công nghệ Thông tin chất lượng cao đề cập đến kiến thức nền tảng trong lĩnh vực máy tính, bao gồm:"
Tên tiếng Việt của ngành đào tạo được đề cập là gì?,Cơ kỹ thuật.,Không biết
Tên tiếng Anh của ngành đào tạo được đề cập là gì?,Engineering Mechanics.,Không có thông tin trong ngữ cảnh về tên tiếng Anh của ngành đào tạo được đề cập. 
Mã số ngành Cơ kỹ thuật là bao nhiêu?,52520101.,5 năm
Danh hiệu tốt nghiệp ngành Cơ kỹ thuật là gì?,Kỹ sư.,Kỹ sư ngành Cơ kỹ thuật
Thời gian đào tạo ngành Cơ kỹ thuật là bao lâu?,5 năm.,Thời gian đào tạo ngành Cơ kỹ thuật là 4.5 năm. 
Văn bằng tốt nghiệp ngành Cơ kỹ thuật bằng tiếng Việt là gì?,Kỹ sư ngành Cơ kỹ thuật.,The Degree of Engineer in Engineering Mechanics
Văn bằng tốt nghiệp ngành Cơ kỹ thuật bằng tiếng Anh là gì?,The Degree of Engineer in Engineering Mechanics.,A: The Degree of Engineer in Engineering Mechanics
Mục tiêu chung của chương trình đào tạo ngành Cơ kỹ thuật là gì?,"Trang bị kiến thức chuyên môn, kỹ năng thực hành, khả năng làm việc độc lập, sáng tạo và giải quyết vấn đề.",Mục tiêu chung của chương trình đào tạo ngành Cơ kỹ thuật là:
Mục tiêu cụ thể của chương trình đào tạo ngành Cơ kỹ thuật là gì?,Cập nhật tri thức công nghệ mới và nâng cao tri thức khoa học cơ bản và chuyên ngành.,Mục tiêu cụ thể của chương trình đào tạo ngành Cơ kỹ thuật là:
Hình thức tuyển sinh ngành Cơ kỹ thuật của Trường Đại học Công nghệ là gì?,Theo quy định của Đại học Quốc gia Hà Nội.,Không biết
Dự kiến quy mô tuyển sinh ngành Cơ kỹ thuật của Trường Đại học Công nghệ là bao nhiêu?,100 chỉ tiêu.,Không biết
Sinh viên ngành Cơ kỹ thuật của Trường Đại học Công nghệ được trang bị kiến thức gì?,Kiến thức chuyên môn toàn diện và kỹ năng thực hành cơ bản.,"- Sinh viên ngành Cơ kỹ thuật của Trường Đại học Công nghệ được trang bị kiến thức cơ bản về khoa học xã hội, chính trị và pháp luật."
Sinh viên tốt nghiệp ngành Cơ kỹ thuật của Trường Đại học Công nghệ có khả năng gì?,"Khả năng làm việc độc lập, sáng tạo và giải quyết vấn đề.","- Có khả năng học tập, nâng cao trình độ sau khi tốt nghiệp."
Chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ có cập nhật tri thức công nghệ mới không?,"Có, chương trình đào tạo cập nhật tri thức công nghệ mới về cơ kỹ thuật tiên tiến.","Không có thông tin cụ thể về việc chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ có cập nhật tri thức công nghệ mới hay không trong ngữ cảnh được cung cấp. Do đó, tôi không thể đưa ra câu trả"
Trường Đại học Công nghệ đào tạo nguồn nhân lực ngành Cơ kỹ thuật có trình độ như thế nào?,Đào tạo nguồn nhân lực có trình độ cao.,"Trường Đại học Công nghệ đào tạo nguồn nhân lực ngành Cơ kỹ thuật có trình độ đại học, kéo dài 4 năm. "
Tên đầy đủ của trường là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội.","Trường Đại học Công nghệ, ĐHQGHN"
Văn bản này đề cập đến học bổng nào?,Học bổng Vietcombank năm học 2024-2025.,"Văn bản này đề cập đến học bổng thạc sĩ tại Trường Đại học Korea, Hàn Quốc do Quỹ Pony Chung tài trợ năm 2025. "
Số lượng học bổng Vietcombank được trao tặng là bao nhiêu?,20 suất.,20 suất học bổng Vietcombank được trao tặng cho 20 sinh viên có tên trong danh sách kèm theo. 
Tổng giá trị học bổng Ngân hàng TMCP Ngoại thương Việt Nam cấp là bao nhiêu?,200.000.000đ (Hai trăm triệu đồng chẵn).,20
Quyết định về việc tặng học bổng được đưa ra dựa trên nghị quyết nào của Hội đồng trường Đại học Công nghệ?,Nghị quyết số 985/NQ-HĐT ngày 08 tháng 11 năm 2022.,Câu trả lời: Quyết định về việc tặng học bổng được đưa ra dựa trên Nghị quyết số 985/NQ-HĐT ngày 08 tháng 11 năm 2022 của Hội đồng trường
Quyết định về việc tặng học bổng được đưa ra dựa trên công văn nào của Ngân hàng TMCP Ngoại thương Việt Nam?,Công văn số 1299/VCB-TCNS ngày 24 tháng 10 năm 2023.,Không biết
Ai là người đề nghị việc tặng học bổng Vietcombank?,Trưởng phòng Công tác Sinh viên.,Trưởng phòng Công tác Sinh viên.  
Quyết định số 3568/QĐ-ĐHQGHN ngày 08 tháng 10 năm 2014 của Giám đốc Đại học Quốc gia Hà Nội quy định về vấn đề gì?,Quy định về tổ chức và hoạt động của các đơn vị thành viên và đơn vị trực thuộc ĐHQGHN.,"Căn cứ Quyết định số 3568/QĐ-ĐHQGHN ngày 08 tháng 10 năm 2014 của Giám đốc Đại học Quốc gia Hà Nội, quy định về tổ chức và"
Tiền học bổng sẽ được chuyển vào đâu?,Tài khoản cá nhân của sinh viên.,Thời gian đào tạo
Hội đồng nào đã họp để xét duyệt việc tặng học bổng Vietcombank?,"Hội đồng thi đua khen thưởng – kỉ luật sinh viên Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có thể đảm nhiệm vị trí Kỹ sư cầu nối Nhật Bản không?,Có.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có kỹ năng ngoại ngữ ở mức nào?,"Có thể hiểu ý chính của báo cáo chuyên ngành và diễn đạt, xử lý tình huống chuyên môn thông thường bằng ngoại ngữ.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có thể học lên bậc Thạc sĩ không?,Có.,Tôi không biết
Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ trang bị kiến thức về văn hóa doanh nghiệp nào?,Văn hóa doanh nghiệp CNTT Nhật Bản.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có thể làm việc trong doanh nghiệp nào?,Doanh nghiệp Nhật Bản.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có thể làm việc trong các doanh nghiệp Nhật Bản. 
Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ yêu cầu trình độ tiếng Nhật tối thiểu nào?,Tương đương N3.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ có thể đảm nhiệm vị trí Chuyên viên phân tích dữ liệu bằng máy tính không?,Có.,Có
